qoala_run_index,dataset_id,n_sessions,ns_id,schedule_type,risk_aware,length_factor,success_probability,makespan,success_probability_pingpong,success_probability_qkd
166,5,12,10016,OPT,False,5,0.75,4611300000.0,0.8333333333333334,0.6666666666666666
167,5,12,10016,OPT,False,5,0.75,4611300000.0,0.6666666666666666,0.8333333333333334
168,5,12,10016,OPT,False,5,0.75,4611300000.0,0.8333333333333334,0.6666666666666666
169,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
170,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.8333333333333334,0.5
171,5,12,10016,OPT,False,5,0.5,4611300000.0,0.5,0.5
172,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.6666666666666666,0.5
173,5,12,10016,OPT,False,5,0.3333333333333333,4611300000.0,0.3333333333333333,0.3333333333333333
174,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.8333333333333334,0.5
175,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
176,5,12,10016,OPT,False,5,0.5,4611300000.0,0.8333333333333334,0.1666666666666666
177,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
178,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.6666666666666666,0.5
179,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.6666666666666666,0.1666666666666666
180,5,12,10016,OPT,False,5,0.75,4611300000.0,0.6666666666666666,0.8333333333333334
181,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.5,0.8333333333333334
182,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.5,0.8333333333333334
183,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
184,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
185,5,12,10016,OPT,False,5,0.75,4611300000.0,0.8333333333333334,0.6666666666666666
186,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
187,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.5,0.8333333333333334
188,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
189,5,12,10016,OPT,False,5,0.3333333333333333,4611300000.0,0.5,0.1666666666666666
190,5,12,10016,OPT,False,5,0.75,4611300000.0,0.6666666666666666,0.8333333333333334
191,5,12,10016,OPT,False,5,0.8333333333333334,4611300000.0,1.0,0.6666666666666666
192,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.5,0.3333333333333333
193,5,12,10016,OPT,False,5,0.5,4611300000.0,0.5,0.5
194,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.5,0.6666666666666666
195,5,12,10016,OPT,False,5,0.75,4611300000.0,0.6666666666666666,0.8333333333333334
196,5,12,10016,OPT,False,5,0.75,4611300000.0,0.6666666666666666,0.8333333333333334
197,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.6666666666666666,0.5
198,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.5,0.3333333333333333
199,5,12,10016,OPT,False,5,0.5,4611300000.0,0.1666666666666666,0.8333333333333334
0,5,12,10329,OPT,False,5,0.5,4702570000.0,0.8333333333333334,0.1666666666666666
1,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.8333333333333334,0.5
2,5,12,10329,OPT,False,5,0.5,4702590000.0,0.3333333333333333,0.6666666666666666
3,5,12,10329,OPT,False,5,0.5,4702590000.0,0.3333333333333333,0.6666666666666666
4,5,12,10329,OPT,False,5,0.5833333333333334,4702570000.0,0.6666666666666666,0.5
5,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
6,5,12,10329,OPT,False,5,0.6666666666666666,4702570000.0,0.6666666666666666,0.6666666666666666
7,5,12,10329,OPT,False,5,0.6666666666666666,4702610000.0,0.5,0.8333333333333334
8,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
9,5,12,10329,OPT,False,5,0.5,4702570000.0,0.6666666666666666,0.3333333333333333
10,5,12,10329,OPT,False,5,0.75,4702570000.0,0.8333333333333334,0.6666666666666666
11,5,12,10329,OPT,False,5,0.6666666666666666,4702610000.0,0.6666666666666666,0.6666666666666666
12,5,12,10329,OPT,False,5,0.8333333333333334,4702570000.0,0.6666666666666666,1.0
13,5,12,10329,OPT,False,5,0.5,4702610000.0,0.6666666666666666,0.3333333333333333
14,5,12,10329,OPT,False,5,0.8333333333333334,4702590000.0,0.8333333333333334,0.8333333333333334
15,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.6666666666666666,0.5
16,5,12,10329,OPT,False,5,0.5,4702590000.0,0.3333333333333333,0.6666666666666666
17,5,12,10329,OPT,False,5,0.4166666666666667,4702590000.0,0.5,0.3333333333333333
18,5,12,10329,OPT,False,5,0.5,4702570000.0,0.5,0.5
19,5,12,10329,OPT,False,5,0.8333333333333334,4702570000.0,0.8333333333333334,0.8333333333333334
20,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.5,0.8333333333333334
21,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
22,5,12,10329,OPT,False,5,0.5,4702590000.0,0.3333333333333333,0.6666666666666666
23,5,12,10329,OPT,False,5,0.5,4702590000.0,0.5,0.5
24,5,12,10329,OPT,False,5,0.75,4702610000.0,0.5,1.0
25,5,12,10329,OPT,False,5,0.4166666666666667,4702590000.0,0.5,0.3333333333333333
26,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.5,0.8333333333333334
27,5,12,10329,OPT,False,5,0.3333333333333333,4702610000.0,0.6666666666666666,0.0
28,5,12,10329,OPT,False,5,0.5,4702590000.0,0.3333333333333333,0.6666666666666666
29,5,12,10329,OPT,False,5,0.8333333333333334,4702570000.0,0.8333333333333334,0.8333333333333334
30,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.8333333333333334,0.5
31,5,12,10329,OPT,False,5,0.6666666666666666,4702570000.0,0.6666666666666666,0.6666666666666666
32,5,12,10329,OPT,False,5,0.3333333333333333,4702610000.0,0.3333333333333333,0.3333333333333333
33,5,12,10329,OPT,False,5,0.5833333333333334,4702570000.0,0.5,0.6666666666666666
34,5,12,10329,OPT,False,5,0.3333333333333333,4702610000.0,0.3333333333333333,0.3333333333333333
35,5,12,10329,OPT,False,5,0.6666666666666666,4702570000.0,0.6666666666666666,0.6666666666666666
36,5,12,10329,OPT,False,5,0.5,4702590000.0,0.5,0.5
37,5,12,10329,OPT,False,5,0.5833333333333334,4702610000.0,0.6666666666666666,0.5
38,5,12,10329,OPT,False,5,0.5833333333333334,4702570000.0,0.8333333333333334,0.3333333333333333
39,5,12,10329,OPT,False,5,0.8333333333333334,4702590000.0,0.8333333333333334,0.8333333333333334
40,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.5,0.8333333333333334
41,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
42,5,12,10329,OPT,False,5,0.5,4702570000.0,0.6666666666666666,0.3333333333333333
43,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.6666666666666666,0.5
44,5,12,10329,OPT,False,5,0.5,4702570000.0,0.6666666666666666,0.3333333333333333
45,5,12,10329,OPT,False,5,0.4166666666666667,4702570000.0,0.5,0.3333333333333333
46,5,12,10329,OPT,False,5,0.75,4702570000.0,0.6666666666666666,0.8333333333333334
47,5,12,10329,OPT,False,5,0.5,4702610000.0,0.1666666666666666,0.8333333333333334
48,5,12,10329,OPT,False,5,0.75,4702570000.0,0.8333333333333334,0.6666666666666666
49,5,12,10329,OPT,False,5,0.6666666666666666,4702610000.0,0.8333333333333334,0.5
50,5,12,10329,OPT,False,5,0.5,4702590000.0,0.5,0.5
51,5,12,10329,OPT,False,5,0.75,4702610000.0,0.8333333333333334,0.6666666666666666
52,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.6666666666666666,0.5
53,5,12,10329,OPT,False,5,0.5,4702590000.0,0.6666666666666666,0.3333333333333333
54,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.5,0.8333333333333334
55,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.5,0.6666666666666666
56,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
57,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
58,5,12,10329,OPT,False,5,0.8333333333333334,4702590000.0,0.8333333333333334,0.8333333333333334
59,5,12,10329,OPT,False,5,0.6666666666666666,4702570000.0,0.5,0.8333333333333334
60,5,12,10329,OPT,False,5,0.4166666666666667,4702570000.0,0.3333333333333333,0.5
61,5,12,10329,OPT,False,5,0.75,4702590000.0,1.0,0.5
62,5,12,10329,OPT,False,5,0.75,4702570000.0,0.5,1.0
63,5,12,10329,OPT,False,5,0.75,4702590000.0,0.8333333333333334,0.6666666666666666
64,5,12,10329,OPT,False,5,0.5833333333333334,4702610000.0,0.8333333333333334,0.3333333333333333
65,5,12,10329,OPT,False,5,0.3333333333333333,4702570000.0,0.3333333333333333,0.3333333333333333
66,5,12,10329,OPT,False,5,0.8333333333333334,4702610000.0,0.8333333333333334,0.8333333333333334
67,5,12,10329,OPT,False,5,0.3333333333333333,4702590000.0,0.5,0.1666666666666666
68,5,12,10329,OPT,False,5,0.8333333333333334,4702570000.0,0.6666666666666666,1.0
69,5,12,10329,OPT,False,5,0.5833333333333334,4702610000.0,0.6666666666666666,0.5
70,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
71,5,12,10329,OPT,False,5,0.75,4702610000.0,0.8333333333333334,0.6666666666666666
72,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.6666666666666666,0.6666666666666666
73,5,12,10329,OPT,False,5,0.75,4702590000.0,0.6666666666666666,0.8333333333333334
74,5,12,10329,OPT,False,5,0.5,4702610000.0,0.6666666666666666,0.3333333333333333
75,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.5,0.6666666666666666
76,5,12,10329,OPT,False,5,0.75,4702590000.0,0.6666666666666666,0.8333333333333334
77,5,12,10329,OPT,False,5,0.75,4702610000.0,0.8333333333333334,0.6666666666666666
78,5,12,10329,OPT,False,5,0.5,4702610000.0,0.8333333333333334,0.1666666666666666
79,5,12,10329,OPT,False,5,0.75,4702570000.0,0.8333333333333334,0.6666666666666666
80,5,12,10329,OPT,False,5,0.4166666666666667,4702590000.0,0.6666666666666666,0.1666666666666666
81,5,12,10329,OPT,False,5,0.75,4702590000.0,0.6666666666666666,0.8333333333333334
82,5,12,10329,OPT,False,5,0.5833333333333334,4702610000.0,0.8333333333333334,0.3333333333333333
83,5,12,10329,OPT,False,5,0.5833333333333334,4702610000.0,0.5,0.6666666666666666
84,5,12,10329,OPT,False,5,0.5,4702610000.0,0.6666666666666666,0.3333333333333333
85,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.6666666666666666,0.5
86,5,12,10329,OPT,False,5,0.5833333333333334,4702590000.0,0.6666666666666666,0.5
87,5,12,10329,OPT,False,5,0.6666666666666666,4702610000.0,0.8333333333333334,0.5
88,5,12,10329,OPT,False,5,0.4166666666666667,4702610000.0,0.3333333333333333,0.5
89,5,12,10329,OPT,False,5,0.5,4702570000.0,0.8333333333333334,0.1666666666666666
90,5,12,10329,OPT,False,5,0.75,4702590000.0,0.8333333333333334,0.6666666666666666
91,5,12,10329,OPT,False,5,0.5,4702590000.0,0.6666666666666666,0.3333333333333333
92,5,12,10329,OPT,False,5,0.3333333333333333,4702590000.0,0.5,0.1666666666666666
93,5,12,10329,OPT,False,5,0.8333333333333334,4702590000.0,1.0,0.6666666666666666
94,5,12,10329,OPT,False,5,0.75,4702590000.0,0.8333333333333334,0.6666666666666666
95,5,12,10329,OPT,False,5,0.6666666666666666,4702590000.0,0.8333333333333334,0.5
